Department,Class,Section,Year,Semester,A,B,C,D,F,Total,Name
ENGR,385,306,2014,Summer,6,0,0,0,0,6,SARIN V
ENGR,385,307,2014,Summer,6,0,0,0,0,6,KARSILAYAN A
ENGR,385,312,2014,Summer,5,1,0,0,0,6,FELDMAN R
ENGR,385,313,2014,Summer,28,1,0,0,0,29,CATON J
ENGR,410,150,2014,Summer,27,3,0,0,0,30,LAWRENCE F
ENGR,482,250,2014,Summer,12,4,0,0,1,17,BANERJEE D
ENGR,491,300,2014,Summer,43,0,0,0,0,43,CRISCIONE J
CSCE,111,300,2014,Summer,4,7,3,0,0,14,HURLEY J
CSCE,121,100,2014,Summer,29,5,3,1,0,38,DAUGHERITY W
CSCE,206,301,2014,Summer,5,3,4,0,0,12,HURLEY J
CSCE,206,302,2014,Summer,6,4,4,0,2,16,HURLEY J
CSCE,221,200,2014,Summer,13,7,5,0,0,25,LEYK T
CSCE,222,100,2014,Summer,6,13,7,1,1,28,SARIN V
CSCE,312,100,2014,Summer,11,5,1,0,0,17,HAMMOND T
CSCE,313,200,2014,Summer,8,12,4,1,1,26,BETTATI R
CSCE,315,100,2014,Summer,16,4,1,0,0,21,CHOE Y
CSCE,411,100,2014,Summer,11,6,6,5,1,29,WILLIAMS T
CSCE,420,100,2014,Summer,7,6,4,0,1,18,DAUGHERITY W
CSCE,489,150,2014,Summer,10,0,1,0,0,11,MAHAPATRA R
ECEN,214,301,2014,Summer,0,4,4,0,0,8,TYLER J
ECEN,214,303,2014,Summer,1,4,4,3,0,12,TYLER J
ECEN,215,301,2014,Summer,0,6,9,3,0,18,TYLER J
ECEN,215,302,2014,Summer,4,9,7,2,0,22,TYLER J
ECEN,215,303,2014,Summer,2,9,4,0,1,16,TYLER J
ECEN,248,301,2014,Summer,8,4,1,0,0,13,VILLAREAL S
ECEN,248,302,2014,Summer,9,3,1,0,0,13,VILLAREAL S
ECEN,314,250,2014,Summer,11,1,0,0,0,12,BHATTACHARYYA S
ECEN,322,250,2014,Summer,5,0,0,0,0,5,JI J
ECEN,322,300,2014,Summer,3,13,7,3,5,31,MICHALSKI K
ECEN,325,300,2014,Summer,7,3,0,0,0,10,HOYOS S
ECEN,350,301,2014,Summer,1,3,3,1,0,8,LU M
ECEN,350,302,2014,Summer,2,4,7,3,0,16,LU M
ECEN,350,303,2014,Summer,1,6,9,1,0,17,LU M
ECEN,370,300,2014,Summer,10,16,6,0,0,32,ZOU J
ECEN,404,300,2014,Summer,5,3,5,0,0,13,VILLAREAL S
ECEN,410,250,2014,Summer,8,0,0,0,0,8,JI J
ECEN,420,250,2014,Summer,9,3,0,0,0,12,BHATTACHARYYA S
ECEN,444,250,2014,Summer,5,5,1,0,0,11,BRAGA N
ECEN,447,250,2014,Summer,4,5,2,0,0,11,BRAGA N
ECEN,485,350,2014,Summer,7,0,0,0,0,7,KARSILAYAN A
ECEN,491,318,2014,Summer,5,0,0,0,0,5,MADSEN C
ENDG,105,100,2014,Summer,8,21,1,0,1,31,HUTCHINSON R
ENDG,407,200,2014,Summer,19,8,5,2,0,34,DORRIBO C
ENTC,151,101,2014,Summer,6,4,0,0,0,10,ZOGHI B
ENTC,181,101,2014,Summer,3,6,6,0,0,15,HUNG N
ENTC,181,102,2014,Summer,3,7,3,0,0,13,HUNG N
ENTC,181,103,2014,Summer,1,3,0,1,0,5,HUNG N
ENTC,206,201,2014,Summer,5,8,3,0,0,16,FANG G
ENTC,206,202,2014,Summer,5,10,1,0,0,16,FANG G
ENTC,219,201,2014,Summer,3,3,1,0,0,7,MORGAN J
ENTC,275,201,2014,Summer,1,3,7,1,1,13,WANG J
ENTC,415,101,2014,Summer,6,5,0,0,0,11,GOULART A
ENTC,485,300,2014,Summer,10,0,0,0,0,10,HSIEH S
IDIS,300,101,2014,Summer,5,12,1,0,0,18,LORENZO R
IDIS,300,102,2014,Summer,6,9,3,0,0,18,LORENZO R
IDIS,303,101,2014,Summer,3,8,3,0,0,14,GOLLA M
IDIS,303,102,2014,Summer,2,6,0,0,0,8,GOLLA M
IDIS,400,201,2014,Summer,6,8,4,0,1,19,LORENZO R
IDIS,400,202,2014,Summer,2,6,1,0,0,9,LORENZO R
IDIS,445,150,2014,Summer,30,0,0,0,0,30,LAWRENCE F
ISEN,303,200,2014,Summer,7,10,8,3,3,31,WANG Y
ISEN,315,100,2014,Summer,5,5,5,0,0,15,CURRY G
ISEN,420,100,2014,Summer,4,14,8,1,0,27,FELDMAN R
ISEN,485,308,2014,Summer,7,0,1,0,0,8,FELDMAN R
ISEN,608,300,2014,Summer,6,3,0,0,0,9,SMITH D
ISEN,608,700,2014,Summer,6,2,0,0,0,8,SMITH D
MEEN,221,300,2014,Summer,12,16,6,4,1,39,CHOWDHURY S
MEEN,222,300,2014,Summer,6,5,3,0,0,14,CREASY T
MEEN,315,300,2014,Summer,0,6,26,18,16,66,STRZELEC A
MEEN,363,300,2014,Summer,5,3,0,0,0,8,LI H
MEEN,364,300,2014,Summer,7,17,8,0,0,32,HAGLUND J
MEEN,368,150,2014,Summer,3,8,0,0,0,11,HOGAN H
MEEN,401,300,2014,Summer,15,5,0,0,0,20,ZHANG P
MEEN,402,300,2014,Summer,18,0,0,0,0,18,AMINI N
MEEN,404,301,2014,Summer,17,12,0,0,0,29,LAU S
MEEN,464,200,2014,Summer,6,0,0,0,0,6,KIM H
MEEN,475,150,2014,Summer,10,1,0,0,0,11,HOGAN H
NUEN,302,311,2014,Summer,9,3,1,0,1,14,TSVETKOV P
NUEN,485,250,2014,Summer,15,0,0,0,0,15,SHAO L
NUEN,689,104,2014,Summer,4,6,0,0,0,10,CHARLTON W
NUEN,689,111,2014,Summer,1,5,4,0,0,10,MARIANNO C
PETE,301,250,2014,Summer,4,7,1,0,0,12,GILDIN E
PETE,325,150,2014,Summer,7,4,0,0,0,11,HASAN A
PETE,405,250,2014,Summer,3,5,3,0,0,11,NOYNAERT S
PETE,609,300,2014,Summer,8,1,0,0,0,9,HASCAKIR B
PETE,609,700,2014,Summer,15,2,1,0,0,18,HASCAKIR B
PETE,611,300,2014,Summer,11,1,0,0,0,12,MAGGARD J
PETE,611,700,2014,Summer,7,0,1,0,0,8,MAGGARD J
PETE,611,720,2014,Summer,4,1,0,0,0,5,MAGGARD J
PETE,640,100,2014,Summer,9,2,0,0,0,11,MORIDIS G
PETE,661,300,2014,Summer,21,2,0,0,0,23,SCHUBERT J
PETE,661,700,2014,Summer,14,9,1,0,0,24,SCHUBERT J
PETE,661,720,2014,Summer,7,4,1,0,0,12,SCHUBERT J
PETE,663,300,2014,Summer,8,4,0,0,0,12,AYERS W
PETE,663,700,2014,Summer,11,10,0,0,0,21,AYERS W
PETE,665,300,2014,Summer,6,5,1,0,0,12,MCCAIN W
PETE,665,700,2014,Summer,6,3,1,0,0,10,MCCAIN W
